REF_DATE,GEO,Violations,Statistics,VALUE
2008,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2009,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2010,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2011,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2012,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2013,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2014,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2015,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2016,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2017,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2018,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2019,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2020,Northwest Territories [61],Facilitate terrorist activity [3714],Actual incidents,0
2003,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",
2004,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2005,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2006,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2007,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2008,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2009,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2010,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2011,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2012,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2013,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2014,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2015,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2016,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2017,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2018,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2019,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2020,Northwest Territories [61],Facilitate terrorist activity [3714],"Rate per 100,000 population",0
2000,Northwest Territories [61],Total impaired driving [910],Actual incidents,288
2001,Northwest Territories [61],Total impaired driving [910],Actual incidents,379
2002,Northwest Territories [61],Total impaired driving [910],Actual incidents,451
2003,Northwest Territories [61],Total impaired driving [910],Actual incidents,523
2004,Northwest Territories [61],Total impaired driving [910],Actual incidents,675
2005,Northwest Territories [61],Total impaired driving [910],Actual incidents,765
2006,Northwest Territories [61],Total impaired driving [910],Actual incidents,731
2007,Northwest Territories [61],Total impaired driving [910],Actual incidents,715
2008,Northwest Territories [61],Total impaired driving [910],Actual incidents,941
2009,Northwest Territories [61],Total impaired driving [910],Actual incidents,670
2010,Northwest Territories [61],Total impaired driving [910],Actual incidents,742
2011,Northwest Territories [61],Total impaired driving [910],Actual incidents,633
2012,Northwest Territories [61],Total impaired driving [910],Actual incidents,664
2013,Northwest Territories [61],Total impaired driving [910],Actual incidents,450
2014,Northwest Territories [61],Total impaired driving [910],Actual incidents,582
2015,Northwest Territories [61],Total impaired driving [910],Actual incidents,537
2016,Northwest Territories [61],Total impaired driving [910],Actual incidents,662
2017,Northwest Territories [61],Total impaired driving [910],Actual incidents,995
2018,Northwest Territories [61],Total impaired driving [910],Actual incidents,1035
2019,Northwest Territories [61],Total impaired driving [910],Actual incidents,1413
2020,Northwest Territories [61],Total impaired driving [910],Actual incidents,1320
2000,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",711.13
2001,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",927.92
2002,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1082.44
2003,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1228.82
2004,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1558.86
2005,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1762.71
2006,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1692.99
2007,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1648.45
2008,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",2170.7
2009,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1552.76
2010,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1714.5
2011,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1455.04
2012,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1521.26
2013,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1027.28
2014,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1326.22
2015,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1213.92
2016,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",1482.68
2017,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",2216.48
2018,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",2300.97
2019,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",3138.05
2020,Northwest Territories [61],Total impaired driving [910],"Rate per 100,000 population",2922.88
2000,Northwest Territories [61],Total drug violations [401],Actual incidents,262
2001,Northwest Territories [61],Total drug violations [401],Actual incidents,242
2002,Northwest Territories [61],Total drug violations [401],Actual incidents,375
2003,Northwest Territories [61],Total drug violations [401],Actual incidents,359
2004,Northwest Territories [61],Total drug violations [401],Actual incidents,394
2005,Northwest Territories [61],Total drug violations [401],Actual incidents,511
2006,Northwest Territories [61],Total drug violations [401],Actual incidents,349
2007,Northwest Territories [61],Total drug violations [401],Actual incidents,463
2008,Northwest Territories [61],Total drug violations [401],Actual incidents,512
2009,Northwest Territories [61],Total drug violations [401],Actual incidents,581
2010,Northwest Territories [61],Total drug violations [401],Actual incidents,755
2011,Northwest Territories [61],Total drug violations [401],Actual incidents,705
2012,Northwest Territories [61],Total drug violations [401],Actual incidents,592
2013,Northwest Territories [61],Total drug violations [401],Actual incidents,574
2014,Northwest Territories [61],Total drug violations [401],Actual incidents,494
2015,Northwest Territories [61],Total drug violations [401],Actual incidents,493
2016,Northwest Territories [61],Total drug violations [401],Actual incidents,390
2017,Northwest Territories [61],Total drug violations [401],Actual incidents,387
2018,Northwest Territories [61],Total drug violations [401],Actual incidents,280
2019,Northwest Territories [61],Total drug violations [401],Actual incidents,348
2020,Northwest Territories [61],Total drug violations [401],Actual incidents,370
2000,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",646.93
2001,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",592.5
2002,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",900.04
2003,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",843.5
2004,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",909.91
2005,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1177.45
2006,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",808.28
2007,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1067.46
2008,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1181.08
2009,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1346.5
2010,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1744.54
2011,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1620.54
2012,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1356.3
2013,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1310.35
2014,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1125.7
2015,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",1114.45
2016,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",873.48
2017,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",862.09
2018,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",622.49
2019,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",772.85
2020,Northwest Territories [61],Total drug violations [401],"Rate per 100,000 population",819.29
2000,Nunavut [62],Homicide [110],Actual incidents,3
2001,Nunavut [62],Homicide [110],Actual incidents,3
2002,Nunavut [62],Homicide [110],Actual incidents,2
2003,Nunavut [62],Homicide [110],Actual incidents,3
2004,Nunavut [62],Homicide [110],Actual incidents,4
2005,Nunavut [62],Homicide [110],Actual incidents,2
2006,Nunavut [62],Homicide [110],Actual incidents,2
2007,Nunavut [62],Homicide [110],Actual incidents,7
2008,Nunavut [62],Homicide [110],Actual incidents,4
2009,Nunavut [62],Homicide [110],Actual incidents,6
2010,Nunavut [62],Homicide [110],Actual incidents,6
2011,Nunavut [62],Homicide [110],Actual incidents,7
2012,Nunavut [62],Homicide [110],Actual incidents,5
2013,Nunavut [62],Homicide [110],Actual incidents,4
2014,Nunavut [62],Homicide [110],Actual incidents,4
2015,Nunavut [62],Homicide [110],Actual incidents,2
2016,Nunavut [62],Homicide [110],Actual incidents,1
2017,Nunavut [62],Homicide [110],Actual incidents,6
2018,Nunavut [62],Homicide [110],Actual incidents,8
2019,Nunavut [62],Homicide [110],Actual incidents,7
2020,Nunavut [62],Homicide [110],Actual incidents,3
2000,Nunavut [62],Homicide [110],"Rate per 100,000 population",10.91
2001,Nunavut [62],Homicide [110],"Rate per 100,000 population",10.66
2002,Nunavut [62],Homicide [110],"Rate per 100,000 population",6.94
2003,Nunavut [62],Homicide [110],"Rate per 100,000 population",10.23
2004,Nunavut [62],Homicide [110],"Rate per 100,000 population",13.4
2005,Nunavut [62],Homicide [110],"Rate per 100,000 population",6.59
2006,Nunavut [62],Homicide [110],"Rate per 100,000 population",6.49
2007,Nunavut [62],Homicide [110],"Rate per 100,000 population",22.3
2008,Nunavut [62],Homicide [110],"Rate per 100,000 population",12.54
2009,Nunavut [62],Homicide [110],"Rate per 100,000 population",18.4
2010,Nunavut [62],Homicide [110],"Rate per 100,000 population",17.99
2011,Nunavut [62],Homicide [110],"Rate per 100,000 population",20.47
2012,Nunavut [62],Homicide [110],"Rate per 100,000 population",14.42
2013,Nunavut [62],Homicide [110],"Rate per 100,000 population",11.32
2014,Nunavut [62],Homicide [110],"Rate per 100,000 population",11.12
2015,Nunavut [62],Homicide [110],"Rate per 100,000 population",5.48
2016,Nunavut [62],Homicide [110],"Rate per 100,000 population",2.7
2017,Nunavut [62],Homicide [110],"Rate per 100,000 population",15.98
2018,Nunavut [62],Homicide [110],"Rate per 100,000 population",20.97
2019,Nunavut [62],Homicide [110],"Rate per 100,000 population",18.13
2020,Nunavut [62],Homicide [110],"Rate per 100,000 population",7.62
2000,Nunavut [62],Attempted murder [1210],Actual incidents,
2001,Nunavut [62],Attempted murder [1210],Actual incidents,1
2002,Nunavut [62],Attempted murder [1210],Actual incidents,3
2003,Nunavut [62],Attempted murder [1210],Actual incidents,3
2004,Nunavut [62],Attempted murder [1210],Actual incidents,7
2005,Nunavut [62],Attempted murder [1210],Actual incidents,5
2006,Nunavut [62],Attempted murder [1210],Actual incidents,4
2007,Nunavut [62],Attempted murder [1210],Actual incidents,6
2008,Nunavut [62],Attempted murder [1210],Actual incidents,7
2009,Nunavut [62],Attempted murder [1210],Actual incidents,8
2010,Nunavut [62],Attempted murder [1210],Actual incidents,5
2011,Nunavut [62],Attempted murder [1210],Actual incidents,0
2012,Nunavut [62],Attempted murder [1210],Actual incidents,0
2013,Nunavut [62],Attempted murder [1210],Actual incidents,2
2014,Nunavut [62],Attempted murder [1210],Actual incidents,6
2015,Nunavut [62],Attempted murder [1210],Actual incidents,1
2016,Nunavut [62],Attempted murder [1210],Actual incidents,9
2017,Nunavut [62],Attempted murder [1210],Actual incidents,2
2018,Nunavut [62],Attempted murder [1210],Actual incidents,8
2019,Nunavut [62],Attempted murder [1210],Actual incidents,6
2020,Nunavut [62],Attempted murder [1210],Actual incidents,7
2000,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",
2001,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",3.55
2002,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",10.41
2003,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",10.23
2004,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",23.45
2005,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",16.49
2006,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",12.98
2007,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",19.11
2008,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",21.95
2009,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",24.54
2010,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",14.99
2011,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",0
2012,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",0
2013,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",5.66
2014,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",16.68
2015,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",2.74
2016,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",24.34
2017,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",5.33
2018,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",20.97
2019,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",15.54
2020,Nunavut [62],Attempted murder [1210],"Rate per 100,000 population",17.79
2000,Nunavut [62],Total sexual violations against children [130],Actual incidents,
2001,Nunavut [62],Total sexual violations against children [130],Actual incidents,
2002,Nunavut [62],Total sexual violations against children [130],Actual incidents,0
2003,Nunavut [62],Total sexual violations against children [130],Actual incidents,0
2004,Nunavut [62],Total sexual violations against children [130],Actual incidents,0
2005,Nunavut [62],Total sexual violations against children [130],Actual incidents,0
2006,Nunavut [62],Total sexual violations against children [130],Actual incidents,0
2007,Nunavut [62],Total sexual violations against children [130],Actual incidents,0
2008,Nunavut [62],Total sexual violations against children [130],Actual incidents,14
2009,Nunavut [62],Total sexual violations against children [130],Actual incidents,11
2010,Nunavut [62],Total sexual violations against children [130],Actual incidents,37
2011,Nunavut [62],Total sexual violations against children [130],Actual incidents,52
2012,Nunavut [62],Total sexual violations against children [130],Actual incidents,35
2013,Nunavut [62],Total sexual violations against children [130],Actual incidents,40
2014,Nunavut [62],Total sexual violations against children [130],Actual incidents,34
2015,Nunavut [62],Total sexual violations against children [130],Actual incidents,49
2016,Nunavut [62],Total sexual violations against children [130],Actual incidents,103
2017,Nunavut [62],Total sexual violations against children [130],Actual incidents,82
2018,Nunavut [62],Total sexual violations against children [130],Actual incidents,88
2019,Nunavut [62],Total sexual violations against children [130],Actual incidents,103
2020,Nunavut [62],Total sexual violations against children [130],Actual incidents,143
2000,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",
2001,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",
2002,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",0
2003,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",0
2004,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",0
2005,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",0
2006,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",0
2007,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",0
2008,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",43.9
2009,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",33.74
2010,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",110.93
2011,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",152.08
2012,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",100.95
2013,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",113.2
2014,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",94.52
2015,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",134.29
2016,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",278.57
2017,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",218.4
2018,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",230.71
2019,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",266.74
2020,Nunavut [62],Total sexual violations against children [130],"Rate per 100,000 population",363.38
2000,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,15
2001,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,16
2002,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,9
2003,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,12
2004,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,12
2005,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,22
2006,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,7
2007,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,13
2008,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,7
2009,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,7
2010,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,13
2011,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,26
2012,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,23
2013,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,15
2014,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,25
2015,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,25
2016,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,22
2017,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,29
2018,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,26
2019,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,34
2020,Nunavut [62],"Total firearms, use of, discharge, pointing [150]",Actual incidents,23
2000,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",54.55
2001,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",56.87
2002,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",31.23
2003,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",40.93
2004,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",40.2
2005,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",72.54
2006,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",22.72
2007,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",41.41
2008,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",21.95
2009,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",21.47
2010,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",38.98
2011,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",76.04
2012,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",66.34
2013,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",42.45
2014,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",69.5
2015,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",68.52
2016,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",59.5
2017,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",77.24
2018,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",68.16
2019,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",88.05
2020,Nunavut [62],"Total firearms, use of, discharge, pointing [150]","Rate per 100,000 population",58.45
2000,Nunavut [62],Total robbery [160],Actual incidents,13
2001,Nunavut [62],Total robbery [160],Actual incidents,12
2002,Nunavut [62],Total robbery [160],Actual incidents,9
2003,Nunavut [62],Total robbery [160],Actual incidents,9
2004,Nunavut [62],Total robbery [160],Actual incidents,2
2005,Nunavut [62],Total robbery [160],Actual incidents,7
2006,Nunavut [62],Total robbery [160],Actual incidents,13
2007,Nunavut [62],Total robbery [160],Actual incidents,13
2008,Nunavut [62],Total robbery [160],Actual incidents,18
2009,Nunavut [62],Total robbery [160],Actual incidents,23
2010,Nunavut [62],Total robbery [160],Actual incidents,14
2011,Nunavut [62],Total robbery [160],Actual incidents,12
2012,Nunavut [62],Total robbery [160],Actual incidents,7
2013,Nunavut [62],Total robbery [160],Actual incidents,7
2014,Nunavut [62],Total robbery [160],Actual incidents,19
2015,Nunavut [62],Total robbery [160],Actual incidents,19
2016,Nunavut [62],Total robbery [160],Actual incidents,10
2017,Nunavut [62],Total robbery [160],Actual incidents,15
2018,Nunavut [62],Total robbery [160],Actual incidents,13
2019,Nunavut [62],Total robbery [160],Actual incidents,15
2020,Nunavut [62],Total robbery [160],Actual incidents,11
2000,Nunavut [62],Total robbery [160],"Rate per 100,000 population",47.27
2001,Nunavut [62],Total robbery [160],"Rate per 100,000 population",42.65
2002,Nunavut [62],Total robbery [160],"Rate per 100,000 population",31.23
2003,Nunavut [62],Total robbery [160],"Rate per 100,000 population",30.7
2004,Nunavut [62],Total robbery [160],"Rate per 100,000 population",6.7
2005,Nunavut [62],Total robbery [160],"Rate per 100,000 population",23.08
2006,Nunavut [62],Total robbery [160],"Rate per 100,000 population",42.19
2007,Nunavut [62],Total robbery [160],"Rate per 100,000 population",41.41
2008,Nunavut [62],Total robbery [160],"Rate per 100,000 population",56.44
2009,Nunavut [62],Total robbery [160],"Rate per 100,000 population",70.55
2010,Nunavut [62],Total robbery [160],"Rate per 100,000 population",41.98
2011,Nunavut [62],Total robbery [160],"Rate per 100,000 population",35.1
2012,Nunavut [62],Total robbery [160],"Rate per 100,000 population",20.19
2013,Nunavut [62],Total robbery [160],"Rate per 100,000 population",19.81
2014,Nunavut [62],Total robbery [160],"Rate per 100,000 population",52.82
2015,Nunavut [62],Total robbery [160],"Rate per 100,000 population",52.07
2016,Nunavut [62],Total robbery [160],"Rate per 100,000 population",27.05
2017,Nunavut [62],Total robbery [160],"Rate per 100,000 population",39.95
2018,Nunavut [62],Total robbery [160],"Rate per 100,000 population",34.08
2019,Nunavut [62],Total robbery [160],"Rate per 100,000 population",38.85
2020,Nunavut [62],Total robbery [160],"Rate per 100,000 population",27.95
2000,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,198
2001,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,243
2002,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,203
2003,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,244
2004,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,238
2005,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,192
2006,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,192
2007,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,209
2008,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,172
2009,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,194
2010,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,204
2011,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,149
2012,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,157
2013,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,128
2014,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,94
2015,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,100
2016,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,120
2017,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,114
2018,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,102
2019,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,108
2020,Nunavut [62],Total theft of motor vehicle [220],Actual incidents,103
2000,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",720
2001,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",863.72
2002,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",704.4
2003,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",832.2
2004,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",797.21
2005,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",633.08
2006,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",623.13
2007,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",665.71
2008,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",539.32
2009,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",595.09
2010,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",611.64
2011,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",435.77
2012,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",452.81
2013,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",362.23
2014,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",261.32
2015,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",274.06
2016,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",324.54
2017,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",303.63
2018,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",267.41
2019,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",279.69
2020,Nunavut [62],Total theft of motor vehicle [220],"Rate per 100,000 population",261.73
2000,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,39
2001,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,31
2002,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,18
2003,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,21
2004,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,13
2005,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,19
2006,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,12
2007,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,17
2008,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,10
2009,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,18
2010,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,17
2011,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,16
2012,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,17
2013,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,18
2014,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,9
2015,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,9
2016,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,10
2017,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,16
2018,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,16
